PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Consolacion, J; Ceacero, F; Musa, AS; Ny, V; Kotrba, R; Illek, J; Skoric, M; Needham, T				Consolacion, Jerico; Ceacero, Francisco; Musa, Abubakar Sadiq; Ny, Veit; Kotrba, Radim; Illek, Josef; Skoric, Misa; Needham, Tersia			Reproductive tract morphology and symmetry of farmed common eland (Tragelaphus oryx) bulls, and their relationship with secondary sexual traits and social rank	ANIMAL REPRODUCTION SCIENCE												Common eland bulls are important game ranching animals in southern Africa, for tourism, breeding/live sales, trophy hunting, and game meat production. Interest has grown in their production potential, intensifying animal husbandry and breeding approaches. However, little scientific information is available regarding the intensive management of this species, including information regarding scientifically based selection criteria for breeding bulls. Often, simple phenotypic traits are utilised unless high-value game animals are being bred, with horn and body size often being the only traits considered for breeding bulls. This study provides basic information about the reproductive tract morphology, symmetry, and their relationships with secondary sexual traits, social rank, and temperament in common eland. Six eland males (2-2.5 years old; 203 +/- 20 kg) were utilised for the study. Social rank, body weight and body condition score, temperament score, and horn size were determined before the animals were culled, and their reproductive tracts were collected for morphometric and histological evaluation. Results indicate relatively low asymmetry in bilateral reproductive tract components. Individual traits of eland bulls such as age, body weight, and social rank correlated the development of some testicular morphologies and thus may possibly be used in zoos, game ranching, and commercial production for the selection of breeding males, but not temperament and horn length, which should be carefully evaluated. Whilst this study provides baseline information from a limited sample size, further studies should incorporate the assessment of testicular hemodynamics, as well as the effects of factors such as season and androgen secretion patterns over a wider age range of common eland males and populations to provide further information for the management practices of breeding common eland bulls.					Musa, Abubakar Sadiq/AAV-3887-2020; NY, Veit/AAP-9982-2020; Kokošková, Tersia/AAC-8567-2022; Ceacero Herrador, Francisco/C-1088-2009	CONSOLACION, JERICO/0000-0001-9003-4906; Ceacero Herrador, Francisco/0000-0001-9014-147X													0378-4320	1873-2232				APR	2024	263								107438	10.1016/j.anireprosci.2024.107438	http://dx.doi.org/10.1016/j.anireprosci.2024.107438		FEB 2024						38417312					WOS:001193835800001
J	Boukal, DS; Berec, L; Krivan, V				Boukal, David S.; Berec, Ludek; Krivan, Vlastimil			Does Sex-Selective Predation Stabilize or Destabilize Predator-Prey Dynamics?	PLOS ONE												Background: Little is known about the impact of prey sexual dimorphism on predator-prey dynamics and the impact of sex-selective harvesting and trophy hunting on long-term stability of exploited populations. Methodology and Principal Findings: We review the quantitative evidence for sex-selective predation and study its long-term consequences using several simple predator-prey models. These models can be also interpreted in terms of feedback between harvesting effort and population size of the harvested species under open-access exploitation. Among the 81 predator-prey pairs found in the literature, male bias in predation is 2.3 times as common as female bias. We show that long-term effects of sex-selective predation depend on the interplay of predation bias and prey mating system. Predation on the 'less limiting' prey sex can yield a stable predator-prey equilibrium, while predation on the other sex usually destabilizes the dynamics and promotes population collapses. For prey mating systems that we consider, males are less limiting except for polyandry and polyandrogyny, and male-biased predation alone on such prey can stabilize otherwise unstable dynamics. On the contrary, our results suggest that female-biased predation on polygynous, polygynandrous or monogamous prey requires other stabilizing mechanisms to persist. Conclusions and Significance: Our modelling results suggest that the observed skew towards male-biased predation might reflect, in addition to sexual selection, the evolutionary history of predator-prey interactions. More focus on these phenomena can yield additional and interesting insights as to which mechanisms maintain the persistence of predator-prey pairs over ecological and evolutionary timescales. Our results can also have implications for long-term sustainability of harvesting and trophy hunting of sexually dimorphic species.					Berec, Ludek/G-7253-2014; Boukal, David/H-4762-2014; Krivan, Vlastimil/F-1709-2010	Berec, Ludek/0000-0002-2419-3324; Boukal, David/0000-0001-8181-7458; Krivan, Vlastimil/0000-0003-0971-1231													1932-6203					JUL 16	2008	3	7							e2687	10.1371/journal.pone.0002687	http://dx.doi.org/10.1371/journal.pone.0002687								18628951					WOS:000264057200031
J	Vetter, SG; Arnold, W				Vetter, Sebastian G.; Arnold, Walter			Effects of population structure and density on calf sex ratio in red deer (Cervus elaphus)-implications for management	EUROPEAN JOURNAL OF WILDLIFE RESEARCH												There is ongoing interest to assess what factors affect offspring sex ratio, especially in ungulates. Wildlife managers might be interested in influencing this sex ratio for two reasons: either in order to limit population growth more effectively by reducing the proportion of females born or to increase revenues by a higher proportion of trophy bearing males in the population. While previous studies mostly focused on how maternal traits affect offspring sex ratio, we included here also male traits in our analysis. We achieved this by investigating data from 30 areas covering entire Lower Austria, collected over the past 12 years from both hunted red deer and those killed in road accidents. We focused our analyses on parameters that can be easily assessed by managers on the population and individual level, i.e. the numbers of animals culled in different age/sex classes and their body mass. We found that the proportion of females among calves increased with population density. Furthermore, we found that calf sex ratio (i.e. the proportion males among calves aged between 2 and 7 months) increased with increasing proportions of adult females and males older than 10 years, independent of the density effect. We conclude that wildlife managers interested in the effective reduction of red deer abundance and/or increasing the proportion of males among offspring should select a culling regime leading to a low population density dominated by adult, prime-aged females and males. This can be achieved by over-proportional removal of young females and warranting that a high number of strong males reach an age of at least 10 years.					Arnold, Walter/C-3394-2013	Arnold, Walter/0000-0001-6785-5685; Vetter-Lang, Sebastian G/0000-0001-5374-5872													1612-4642	1439-0574				JUN	2018	64	3							30	10.1007/s10344-018-1190-1	http://dx.doi.org/10.1007/s10344-018-1190-1													WOS:000434778100008
J	Bonenfant, C; Pelletier, F; Garel, M; Bergeron, P				Bonenfant, Christophe; Pelletier, Fanie; Garel, Mathieu; Bergeron, Patrick			Age-dependent relationship between horn growth and survival in wild sheep	JOURNAL OF ANIMAL ECOLOGY												Trade-offs in resource allocation underline the evolution of life-history traits but their expression is frequently challenged by empirical findings. In large herbivores, males with large antlers or horns typically have high mating success. The fitness costs of large horns or antlers have rarely been quantified although they are controversial. Here, using detailed longitudinal data on n = 172 bighorn (Ovis canadensis, Shaw) and the capture-mark-recapture methodology, we tested whether early horn growth leads to a survival cost in rams ('trade-off' hypothesis) or if males that can afford rapid horn growth survive better than males of lower phenotypic quality ('phenotypic quality' hypothesis). We also quantified how hunting increased survival costs of bearing large horns. We found an age-specific relationship between horn growth and survival. In all age classes, natural survival was either weakly related to (lambs, adult rams) or positively associated (yearling rams) with early horn growth. Hunting mortality was markedly different from natural mortality of bighorn rams, leading to an artificial negative association between early horn growth and survival. Beginning at age 4, the yearly harvest rate ranged from 12% for males with the smallest horns up to more than 40% for males with the largest horns. Growing large horns early in life is not related to any consistent survival costs, hence supporting the phenotypic quality hypothesis in males of a dimorphic and polygynous large herbivores. Rapid horn growth early in life is, however, strongly counter selected by trophy hunting. We suggest that horn size is a very poor index of reproductive effort and that males modulate their mating activities and energy allocation to horn growth to limit its impact on survival.					; Bonenfant, Christophe/I-8645-2019	Pelletier, Fanie/0000-0002-0113-5412; Bonenfant, Christophe/0000-0002-9924-419X													0021-8790	1365-2656				JAN	2009	78	1					161	171		10.1111/j.1365-2656.2008.01477.x	http://dx.doi.org/10.1111/j.1365-2656.2008.01477.x								19120602					WOS:000261620800019
J	Degmecic, D; Bicanic, M				Degmecic, Drazen; Bicanic, Milan			Body weight and development of roe deer (Capreolus capreolus L.) in eastern Slavonia and Baranja	SUMARSKI LIST												In many areas of Europe regional differences in growth, body size and daily growth in body weight of fawns have been noticed and recorded. Since both the main aims of hunting management and the directions for selection and breeding measures depend on knowing these characteristics (liveweight after fawning, rate of growth and body development), these data are crucial. for implementing adequate measures designed. for improvement of roe deer breeding. Without long-term data on actual size of population of roe deer and its sex and age structure in a particular hunting ground, not even the best game experts can proscribe adequate breeding measures and rational utilization of roe deer. Without these data it is also impossible to give proper management directions, the implementation of which could enable a permanent high-quality production of roe deer. This paper will point out the existing values in growth and body development of roe deer in eastern Slavonija and Baranja. We also aim to stress the importance of constant monitoring of these values and to show what sort of influence the values of body growth and development have to the trophy value, to successful breeding (number of embryos) and to proper fawn growth as well as what significance these data have for selective and breeding measures. The body weight of fawns in litter was monitored in Haljevo forest, as was the daily increase of fawn body weight. Body weight of fawns, young and breeding stock has been monitored during hunting season in a typical forest habitat of roe deer in Spacva and in a typical field habitat Baranjsko Podunavlje. Research on these three localities confirmed that several values are important for roe deer management: fawn body weight in litter; fast early growth of fawns, death rate during first months of life, body weight of fawns before their first winter, body weight of does, fertility of does, body weight of bucks, trophy structure of bucks.																			0373-1332	1846-9140					2008	132	5-6					245	252																WOS:000258320600003
J	Chapman, NG				Chapman, NG			Reeves' muntjac (Muntiacus reevesi) in Great Britain	ZEITSCHRIFT FUR JAGDWISSENSCHAFT												Reeves' muntjac is a sub-tropical deer which was introduced to Britain at the beginning of this century. Many more deliberate releases and accidental escapes from captive collections have occurred up to the present time. Year-round breeding, with the potential for a female to produce a fawn at intervals of seven months, has contributed to their success. For decades muntjac were considered to be a harmless introduction. Nom that dense populations are established, especially in central southern England, their impact on native flora has been recognised. There is a need for more management in many localities. Interest in trophy hunting has increased recently.																			0044-2887					SEP	1996	42	3					173	179		10.1007/BF02242541	http://dx.doi.org/10.1007/BF02242541													WOS:A1996VM00500003
J	Koot, S; Hebinck, P; Sullivan, S				Koot, Stasja; Hebinck, Paul; Sullivan, Sian			Science for Success-A Conflict of Interest? Researcher Position and Reflexivity in Socio-Ecological Research for CBNRM in Namibia	SOCIETY & NATURAL RESOURCES												This paper emphasizes the importance of researcher position and reflexivity for professionals in the ecological and development sciences. We draw on critical discourse analysis (CDA) to analyze a selection of scientific papers written by Namibian Community-based Natural Resource Management (CBNRM) professionals and their relationships with public discourse regarding this conservation and development program. These papers mainly show "success" whilst disregarding "failure" of elements in the program that elsewhere are highly criticized (especially trophy hunting and ecotourism). In addition, they seem to disregard questions concerning researchers' conflicts of interest that bear on the papers' "objectivity." We argue that such positions beg more transparency and epistemological accountability. In particular, we propose greater disclosure and reflexivity regarding researcher positioning as an important methodological response for illuminating when and how researchers have an interest in specific outcomes of their research, so as to enhance interpretation of the knowledge produced by such research.					Hebinck, Paul/Z-2597-2019; Sullivan, Sian/AFK-8497-2022; Koot, Stasja/ACR-5823-2022	Hebinck, Paul/0000-0003-2349-8545; Sullivan, Sian/0000-0002-0522-8843; Koot, Stasja/0000-0001-8625-7525													0894-1920	1521-0723				MAY 4	2023	36	5					554	572		10.1080/08941920.2020.1762953	http://dx.doi.org/10.1080/08941920.2020.1762953		MAY 2020											WOS:000538401600001
J	Schmidt, JI; Hoef, JMV; Bowyer, RT				Schmidt, Jennifer I.; Hoef, Jay M. Ver; Bowyer, R. Terry			Antler size of Alaskan moose Alces alces gigas:: effects of population density, hunter harvest and use of guides	WILDLIFE BIOLOGY												Moose Alces alces gigas in Alaska, USA, exhibit extreme sexual dimorphism, with adult males possessing large, elaborate antlers. Antler size and conformation are influenced by age, nutrition and genetics, and these bony structures serve to establish social rank and affect mating success. Population density, combined with anthropogenic effects such as harvest, is thought to influence antler size. Antler size increased as densities of moose decreased, ostensibly a density-dependent response related to enhanced nutrition at low densities. The vegetation type where moose were harvested also affected antler size, with the largest-antlered males occupying more open habitats. Hunts with guides occurred in areas with low moose density, minimized hunter interference and increased rates of success. Such hunts harvested moose with larger antler spreads than did non-guided hunts. Knowledge and abilities allowed guides to satisfy demands of trophy hunters, who are an integral part of the Alaskan economy. Heavy harvest by humans was also associated with decreased antler size of moose, probably via a downward shift in the age structure of the population resulting in younger males with smaller antlers. Nevertheless, density-dependence was more influential than effects of harvest on age structure in determining antler size of male moose. Indeed, antlers are likely under strong sexual selection, but we demonstrate that resource availability influenced the distribution of these sexually selected characters across the landscape. We argue that understanding population density in relation to carrying capacity (K) and the age structure of males is necessary to interpret potential consequences of harvest on the genetics of moose and other large herbivores. Our results provide researchers and managers with a better understanding of variables that affect the physical condition, antler size, and perhaps the genetic composition of populations, which may be useful in managing and modelling moose populations.					Ver Hoef, Jay/C-8577-2017; Schmidt, Jennifer/W-1638-2019	Ver Hoef, Jay/0000-0003-4302-6895; 													0909-6396	1903-220X				MAR	2007	13	1					53	65		10.2981/0909-6396(2007)13[53:ASOAMA]2.0.CO;2	http://dx.doi.org/10.2981/0909-6396(2007)13[53:ASOAMA]2.0.CO;2													WOS:000246831200007
J	Barthold, JA; Loveridge, AJ; Macdonald, DW; Packer, C; Colchero, F				Barthold, Julia A.; Loveridge, Andrew J.; Macdonald, David W.; Packer, Craig; Colchero, Fernando			Bayesian estimates of male and female African lion mortality for future use in population management	JOURNAL OF APPLIED ECOLOGY												The global population size of African lions is plummeting, and many small fragmented populations face local extinction. Extinction risks are amplified through the common practice of trophy hunting for males, which makes setting sustainable hunting quotas a vital task. Various demographic models evaluate consequences of hunting on lion population growth. However, none of the models use unbiased estimates of male age-specific mortality because such estimates do not exist. Until now, estimating mortality from resighting records of marked males has been impossible due to the uncertain fates of disappeared individuals: dispersal or death. We develop a new method and infer mortality for male and female lions from two populations that are typical with respect to their experienced levels of human impact. We found that mortality of both sexes differed between the populations and that males had higher mortality across all ages in both populations. We discuss the role that different drivers of lion mortality may play in explaining these differences and whether their effects need to be included in lion demographic models.Synthesis and applications. Our mortality estimates can be used to improve lion population management and, in addition, the mortality model itself has potential applications in demographically informed approaches to the conservation of species with sex-biased dispersal. Our mortality estimates can be used to improve lion population management and, in addition, the mortality model itself has potential applications in demographically informed approaches to the conservation of species with sex-biased dispersal.					; Colchero, Fernando/A-9368-2015	Barthold Jones, Julia/0000-0001-9223-1778; Colchero, Fernando/0000-0001-8613-4568													0021-8901	1365-2664				APR	2016	53	2					295	304		10.1111/1365-2664.12594	http://dx.doi.org/10.1111/1365-2664.12594													WOS:000370959100001
J	Degmecic, D; Krapinec, K; Florijancic, T				Degmecic, Drazen; Krapinec, Kresimir; Florijancic, Tihomir			FACTORS THAT DETERMINE SEX OF RED DEER CALVES (Cervus elaphus L.): VERIFICATION OF CURRENT KNOWLEDGE	SUMARSKI LIST												One of the key factors of hunting economy is the question of reproduction, i.e. quality and sex ratio of the calves. This is especially important for those kinds of game, the males of which have a trophy. The density of population, dominance of hinds in the population and the amount of precipitation during winter (November-January), are definitely factors that influence the amount of food available (the first is negatively dependant, whereas the other two factors have a positive dependency on food availability), i.e. on the nourishment of the hinds. According to Flint et al. (1997) and Enright et al. (2001), the hinds that are better nourished give birth to a higher percentage of male calves, regardless if we are talking about red deer (Cervus elaphus L.) or fallow deer (Dama dama L.). Kojola's research (1997) has confirmed similar results for reindeer (Rangifer tarandus L.), and Wauters et al. (1995) for roe deer (Capreolus capreolus L.). The research of the factors that may influence the sex of a red deer calf (Cervus elaphus L.) has been conducted in the Slate hunting ground number XIV/9 "PODUNAVLJE - PODRAVLJE ". The hunting ground is situated in Baranja alongside the rivers Danube and Drava. The hunting ground is managed by the company Hrvatske sume d.o.o. Zagreb, Uprava suma podruznica Osijek. This paper is based on the call data of the hinds ill the hunting ground during the hunting seasons 2007/2008 (42 head) and 2008/2009 (23 head). The following data has been recorded and analyzed: net body weight of the hinds (body weight of eviscerated head with skin, without head and feet (carpal and tarsal parts of the extremities)); also during evisceration, embryos or foetuses were removed from uterus, weighed on a grant scale and their sex was determined in utero (Figure 2. and 3.). The research did not find differences that would point to this particular factor, although there is a change in ratio of male and female foetuses. For the hunting season 2007/2008 sex ratio, was 1:21 (45:55 %) for the female foetuses, and a year after 1,09:1 (52:48 %) for the male foetuses (Table 1.). The cause of the irregular sex ratio in the hunting season 2007/2008 could be an extremely hot and very dry summer in 2007, or the difference could simply be caused by the sample examined. It was found that the sex ratio of the culled hinds in two consecutive hunting seasons (2007/2008 and 2008/2009) was different (1:21, and 1.09:1 respectively). The results of the net body weight tests for the hinds, as one of the key parameters for the population, did not show a significant relevance for determining the sex of future calves. However, although statistically insignificant, a climate difference in the summers of the two hunting seasons was recorded.					Krešimir, Krešimir/GWC-4338-2022														0373-1332	1846-9140					2009	133	5-6					279	287																WOS:000274528500005
J	Festa-Bianchet, M; Coltman, DW; Turelli, L; Jorgenson, JT				Festa-Bianchet, M; Coltman, DW; Turelli, L; Jorgenson, JT			Relative allocation to horn and body growth in bighorn rams varies with resource availability	BEHAVIORAL ECOLOGY												Males may allocate a greater proportion of metabolic resources to maintenance than to the development of secondary sexual characters when food is scarce, to avoid compromising their probability of survival. We assessed the effects of resource availability on body mass and horn growth of bighorn rams (Ovis canadensis) at Ram Mountain, Alberta, Canada over 30 years. The number of adult ewes in the population tripled during our study, and the average mass of yearling females decreased by 13%. We used the average mass of yearling females as an index of resource availability. Yearling female mass was negatively correlated with the body mass of rams of all ages, but it affected horn growth only during the first three years of life. Yearly horn growth was affected by a complex interaction of age, body mass, and resource availability. Among rams aged 2-4 years, the heaviest individuals had similar horn growth at high and at low resource availability, but as ram mass decreased, horn growth for a given body mass became progressively smaller with decreasing resource availability. For rams aged 5-9 years, horn growth was weakly but positively correlated with body mass, and rams grew slightly more horn for a given body mass as resource availability decreased. When food is limited, young rams may direct more resources to body growth than to horn growth, possibly trading long-term reproductive success for short-term survival. Although horn growth of older rams appeared to be greater at low than at high resource availability, we found no correlation between early and late growth in horn length for the same ram, suggesting that compensatory horn growth does not occur in our study population. Young rams with longer horns were more likely to be shot by sport hunters than those with shorter horns. Trophy hunting could select against rams with fast-growing horns.					Coltman, David/A-4453-2012; Festa-Bianchet, Marco/AER-0364-2022	Coltman, David/0000-0002-1268-2307; Festa-Bianchet, Marco/0000-0002-2352-3379													1045-2249	1465-7279				MAR	2004	15	2					305	312		10.1093/beheco/arh014	http://dx.doi.org/10.1093/beheco/arh014													WOS:000220485100018
J	Corlatti, L; Sanz-Aguilar, A; Tavecchia, G; Gugiatti, A; Pedrotti, L				Corlatti, Luca; Sanz-Aguilar, Ana; Tavecchia, Giacomo; Gugiatti, Alessandro; Pedrotti, Luca			Unravelling the sex- and age-specific impact of poaching mortality with multievent modeling	FRONTIERS IN ZOOLOGY												BackgroundPoaching is a prominent source of hidden hurdles', cryptic impacts of human activities that may hinder the conservation of animal populations. Estimating poaching mortality is challenging, as the evidence for illegal killing is not outwardly obvious. Using resighting and recovery data collected on 141 marked red deer Cervus elaphus within the Stelvio National Park (central Italian Alps), we show how multievent models allow to assess the direct impacts of illegal harvesting on age- and sex-specific survival, accounting for uncertainty over mortality causes.ResultsMortality caused by poaching was consistently higher for males than for females in all age classes. In males, the probability of dying from poaching was higher for extreme age classes, while in females all age classes showed fairly similar values of poaching mortality. The strong bias in sex-specific poaching mortality was possibly due to trophy killing in adult males and bushmeat-like' killing for private or commercial gain in young males and in females.ConclusionsA robust assessment of age- and sex-specific prevalence of poaching in wildlife populations is pivotal when illegal killing is of conservation concern. This provides timely information on what segment of the population is most likely to be affected. Besides obvious demographic consequences on small populations, age- and sex-biased poaching prevalence may contrast with the need to maintain ecosystem complexity and may alter behavioral responses to human presence. The information provided by multievent models, whose flexibility makes them adaptable to many systems where individual-based data is part of population monitoring, offers a support to design appropriate strategies for the conservation of wildlife populations.					Sanz-Aguilar, Ana/D-3778-2014; Corlatti, Luca/AAP-1047-2021	Sanz-Aguilar, Ana/0000-0002-4177-9749; Corlatti, Luca/0000-0002-2706-3875													1742-9994					JUN 13	2019	16								20	10.1186/s12983-019-0321-1	http://dx.doi.org/10.1186/s12983-019-0321-1								31210776					WOS:000471702500001
J	Steinmetz, R; Chutipong, W; Seuaturien, N; Chirngsaard, E; Khaengkhetkarn, M				Steinmetz, Robert; Chutipong, Wanlop; Seuaturien, Naret; Chirngsaard, Erb; Khaengkhetkarn, Montri			Population recovery patterns of Southeast Asian ungulates after poaching	BIOLOGICAL CONSERVATION												Large ungulate populations in Southeast Asia have collapsed due to commercial poaching, but little is known about patterns of population recovery after poaching has been controlled. Using a sign-based index of abundance, we measured 6-year trends in abundance and habitat use of five ungulate species after poaching ceased at a site in Thailand. Regression slopes of annual indices against time indicated population growth rates (r) of 0.44 and 0.31 for muntjac (Muntiacus muntjak) and gaur (Bos gaurus), respectively-close to the intrinsic rates of natural increase for similarly-sized ungulates. Thus, muntjac and gaur can recover relatively rapidly from low population levels. In contrast, sambar (Cervus unicolor) remained consistently rare despite freedom from hunting, perhaps because prime males had been selectively targeted for trophies, disrupting the species mating system. Wild pigs (Sus scrofa) were already relatively abundant when monitoring started, illustrating their resilience to hunting and ability to quickly recolonize disturbed areas. Gaur herds (the key demographic unit of the population) and muntjac consistently selected deciduous over evergreen forest as their populations increased, revealing the importance of food-rich deciduous forest in driving recovery of these species. The unexpected failure of sambar to recover suggests that reproductive behavior may override seemingly positive interventions (i.e., stopping poaching) that reduce mortality. Small but well-protected recovery zones set within forested areas might help propel population recovery of ungulates and increase the prey base for endangered tigers. (C) 2009 Elsevier Ltd. All rights reserved.																			0006-3207	1873-2917				JAN	2010	143	1					42	51		10.1016/j.biocon.2009.08.023	http://dx.doi.org/10.1016/j.biocon.2009.08.023													WOS:000274354200009
J	Balme, GA; Batchelor, A; Britz, ND; Seymour, G; Grover, M; Hes, L; Macdonald, DW; Hunter, LTB				Balme, Guy A.; Batchelor, Andrew; Britz, Natasha De Woronin; Seymour, Greg; Grover, Michael; Hes, Lex; Macdonald, David W.; Hunter, Luke T. B.			Reproductive success of female leopards Panthera pardus: the importance of top-down processes	MAMMAL REVIEW												Long-term studies on large felids are rare and yet they yield data essential to understanding the behaviour of species and the factors that facilitate their conservation. We used the most extensive data set so far compiled on leopards Panthera pardus to establish baseline reproductive parameters for females and to determine the demographic and environmental factors that affect their lifetime reproductive success. We used comprehensive sightings reports and photographs from ecotourism lodges in the Sabi Sand Game Reserve, South Africa, to reconstruct life histories for 44 female leopards that gave birth to 172 litters over a 32-year period. Leopards appeared to exhibit a birth pulse; most litters were born in the wet season, particularly in December. Mean age at first parturition (n=26, mean +/- standard error=46 +/- 2 months, range=33-62) was older than previously recorded, possibly due to elevated intraspecific competition. Average litter size was 1.9 +/- 0.1 (n=140, range=1-3) and declined with maternal age. Age of litters at independence (n=52, 19 +/- 1 months, range=9-31) was inversely related to prey abundance but did not affect the likelihood of recruitment of offspring. Interbirth intervals differed following successful litters (in which at least one cub survived to independence; n=55, 25 +/- 1 months, range=14-39) and unsuccessful litters (n=46, 11 +/- 1 months, range=4-36), as did the time taken to replace litters. Variation in lifetime reproductive success was influenced mainly by differences in cub survival, which was related to maternal age and vulnerability to infanticide. Cub survival (37%) declined as females got older, perhaps because mothers relinquished portions of their home ranges to philopatric daughters. Male leopards were responsible for many (40%) cub deaths and females appeared to adopt severalstrategies to counter the risk of infanticide, including paternity confusion and displaying a period of reduced fertility immediately after a resident male was replaced. Our results suggest that the reproductive success of female leopards is regulated primarily by top-down processes. This should be taken into account in management decisions, particularly when managers are considering the implementation of invasive activities such as legal trophy hunting.					Hunter, Luke/H-3324-2019														0305-1838					JUL	2013	43	3					221	237		10.1111/j.1365-2907.2012.00219.x	http://dx.doi.org/10.1111/j.1365-2907.2012.00219.x													WOS:000319982700006
J	Lepori, AA; Josling, GC; Neser, FWC; Lubout, PC; van Wyk, JB				Lepori, A. A.; Josling, G. C.; Neser, F. W. C.; Lubout, P. C.; van Wyk, J. B.			Multi-trait genetic evaluation for horn traits of economic importance in the Cape buffalo (Syncerus caffer caffer)	SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE												The wildlife industry in South Africa has shown immense growth since the 1990s, which was brought about by the private game segment of the industry. In recent years, trophy quality Cape buffalo breeding animals have achieved extremely high prices. Much of the economic value of these animals can be attributed to horn size, which is important for breeding and hunting purposes. The main objective of the study was to estimate variance components for horn traits of economic importance as well as to develop guidelines for recording these traits. To date, no quantitative genetic analysis has been done for any traits in Cape buffalo. The total number of horn measurement records included in the evaluation was n = 945 for outer spread (BHSO), n = 470 for tip to tip (BHTSCI), n = 468 for left boss and n = 479 for right boss. For descriptive statistics, males and females were considered separately while age was divided into clusters of six months. A multi-trait animal model using Monte Carlo Markov Chains methods was used for the estimation of genetic parameters. Results suggest that it is not economically viable to measure horn spread and tip to tip of females after 48 months of age. Horns of the males continue to grow beyond 91 months of age. Boss records were unreliable owing to the applied measurement techniques for female and young animals. An inbreeding coefficient of 0.008 was calculated, suggesting adequate genetic diversity in the studied population. The heritability estimates of the horn traits were low, showing that extreme care has to be taken to develop effective selection programmes for the buffalo game industry using their horn genetic parameters. Further quantitative studies are required to support the results of the current study.					Neser, Frederick/F-7691-2014	Neser, Frederick/0000-0002-2202-6418													0375-1589	2221-4062					2019	49	2					363	370		10.4314/sajas.v49i2.15	http://dx.doi.org/10.4314/sajas.v49i2.15													WOS:000468523500015
J	Williams, VL; Loveridge, AJ; Newton, DJ; Macdonald, DW				Williams, Vivienne L.; Loveridge, Andrew J.; Newton, David J.; Macdonald, David W.			Questionnaire survey of the pan-African trade in lion body parts	PLOS ONE												The African lion is in decline across its range, and consumptive utilisation and trade of their body parts and skins has been postulated as a cause for concern. We undertook a pan-African questionnaire and literature survey to document informed opinion and evidence for the occurrence of domestic and international trade and consumption in African lion body parts across current and former range states. Sixty-five people from 18 countries participated in the online questionnaire survey (run from July 2014 to May 2015), with information provided for 28 countries (including 20 out of 24 countries believed to have extant populations). Respondents were experts within their professional spheres, and 77% had >= 6 years relevant experience within lion conservation or allied wildlife matters. Their opinions revealed wide sub-regional differences in consumptive use, drivers of trade, and access to lions that impact wild lion populations in different ways. Traditional medicine practices (African and Asian) were perceived to be the main uses to which lion body parts and bones are put domestically and traded internationally, and there is reason for concern about persistent imports from former lion range states (mainly in West Africa) for parts for this purpose. The domestic, rather than international, trade in lion body parts was perceived to be a bigger threat to wild lion populations. Parts such as skin, claws, teeth and bones are thought to be in most demand across the continent. The impact of international trade on wild populations was acknowledged to be largely unknown, but occasionally was judged to be 'high', and therefore vigilance is needed to monitor emerging detrimental impacts. Seventeen countries were nominated as priorities for immediate monitoring, including: South Africa, Tanzania, Zimbabwe, Mozambique, Zambia, Botswana, Kenya, Nigeria, and Cameroon. Reasons for their selection include: prevalence of trophy hunting, 'hot spots' for poaching, active domestic trade in lion body parts, trade in curios for the tourist market, and histories of legal-illegal wildlife trade. This survey, and increased incident reports since mid-2015 of lion poisoning and poaching in Mozambique, Zimbabwe and South Africa, and sporadic poaching events in Uganda and Tanzania, are signalling an escalating trend in the trade of lion products that is an increasing threat to some national populations. The evidence is sufficient to make more detailed investigation of this trade a conservation priority.					Willia, Vivienne/M-1453-2019	Willia, Vivienne/0000-0003-0698-6512													1932-6203					OCT 26	2017	12	10							e0187060	10.1371/journal.pone.0187060	http://dx.doi.org/10.1371/journal.pone.0187060								29073202					WOS:000413845400104
